Sentence,encode_tags
sau khi có vợ anh đã có đồ giả gái xinh và tinh_tế hơn,2
đi coi với tao phim này hay nhất_định phải coi,2
đứng trước mặt nó tụt quần ra auto hết giận,2
haha đây là cổng chợ này,2
giống y con bạn tao mặc_dù nó không phải gvien hay gì cả nhưng nó khá trẻ trâu,2
nói_chuyện yêu thế đma,2
dễ_thương ghê thằng quay_phim cũng không phải dạng vừa,2
yên_tâm đi ông trời không bất_công với ai đâu,4
không biết crush bây_giờ có ở nhà không nữa,5
là khi lạc giữa <NUM> biển người hôm khai_giảng nhưng vẫn nhìn thấy người đó rõ nhất,2
đồ điên quét đéo được thì lấy máy hút bụi hút mẹ hết đi hét hét cái lol gì,0
hay ta hay ta,2
anh ấy không thương tao,5
mặc cái váy thì phải cạp lông lách chứ,4
nhìn lũ trẻ yêu nhau mà lòng già xao_xuyến,5
ai đã dùng nó bây_giờ phải <NUM> tuổi rồi,4
<NUM> đoạn phim được trích ra tuy ngắn nhưng chứa <NUM> thông_điệp rất có tầm quan_trọng,2
quan_trọng là đỉnh,2
đem người đó ra biển cho biển cuốn đi lun hihi,2
hàng_loạt các sai_phạm vi_phạm diễn ra nhưng bộ giáo_dục chưa đưa ra được biện_pháp nào có hiệu_quả chấm_dứt các sự_việc tiếp_tục xảy ra,0
trách_nhiệm của con_mẹ giáo_viên chủ_nhiệm là lớn nhất luôn đuổi con_mẹ nó việc đi,0
đúng rồi con_gái là vậy_mà không,2
tan_tành rồi,5
chẳng biết nói gì xem video em cười suốt mà lòng tôi không thấy vui tẹo nào thương em,5
xử_tử hiệu_trưởng nhà_nước phải làm thẳng_tay bọn chó,0
người_ta mất <NUM> tháng để học lái_xe nhưng lại mất cả đời để học văn_hoá đỗ xe,1
ngày_xưa nghèo có bếp dầu là mai rồi,4
ba ́ o giâ ̣ tao ti ́ tao la ̀ mày hoa ̉ người loa ̣ n ngươ ̀ i dân haiz,5
hãy tôn_trọng quyền được mưu_cầu hạnh_phúc của mỗi cá_nhân con_người trên thế_giới này đi đừng kì_thị họ tội_lỗi lắm,4
má ruồi bay qua táp chết_tươi,2
cái gì mình không làm được chứ đánh cái lũ đéo phải người thì mình làm tốt không,2
hèn gì thấy ngày nào anh cũng đi tập,4
ẹc lông chân_mày mọc nhanh dữ,6
ngày_xưa cũng vui lắm mà giờ mỗi đứa <NUM> nơi rồi,5
em cười mệt quá,2
móng tay gì mà nhìn vừa bẩn vừa ghê,1
tuổi_thơ của tao sợ nhất là con này không làm gì mà nó cũng rược suốt ngày thì kêu um sùm,3
lần sau nhìn thấy hắt nước_tiểu vào người nó ngay,0
bấy bề ơi thật là đáng yêu,2
tuỳ người tuỳ loại,4
cư ́ như kiê ̉ u ngươ ̀ i yêu,2
thằng ác_ôn con nhỏ nhờ tháo mạng_nhện thôi mà cũng không giúp tao là móc gậy ra thọc à nhầm tháo mạng_nhện ra liền,0
hồi nhỏ đi học phải ngang qua nhà nuôi ngỗng nó dí chạy thấy bà luôn ngày nào cũng phải cầm cái cây theo thề luôn tới giờ tao vẫn còn sợ con này khiếp luôn,3
ăn cơm mốc có khả_năng bị ung_thư gan cao hít,5
bác này nói hay,2
mới sáng ra,4
tao có một nỗi sợ khác cũng khá giống con yêu_tinh này đó là con yêu nghiệt ngan đực <NUM> con này thành tinh hung_ác vãi_chưởng đi ra vườn đéo làm gì nó nó cũng rượt mình đậu đó là tao kể ngày bé thôi chứ lớn lên tao biết vơ cây củi theo để đi ra vườn rồi,3
cười vãi mặt con bé cũng hài_ghê,2
quán này chắc không đông đang ăn mà thấy có mà ói,1
để nó vậy không thấy tội sao,5
bos dễ_thương hết_sức,2
nấu thì nấu được mà không biết có_ăn được hay không thôi,4
đụ mẹ tao từ giờ sẽ bỏ thích cái page này huhu nghiệp mà,1
đi xe cao mà ý_thức thấp quá,1
mình đã về đến nhà an_toàn hihi,2
lông chân mọc nhanh thế,6
quá nguy_hiểm,3
ơ tao cũng học ông này hướng_dẫn hay sao ấy,2
và người đó đang ở nơi đâu về với em đi đợi người rồi người sẽ đến chứ,5
bảo sao đi đâu ai cũng ghét,1
đã gọi là ` mật ` mà nó lại công_khai cho mày xem àk,1
haha ngọt vãi,2
mơ chứ còn gì nữa,4
tìm được đối_tượng nào để cầu_hôn chưa,2
dự là <NUM> mà <NUM> sợ già quá chả chó nào nó rước năm nay đã <NUM> rồi mà vẫn chả ai thèm yêu,5
nhìn em mà thương roi nói_chuyện mắt,5
em vợ tao đấy,2
con bé xinh nhờ khốn_nạn là cái thằng edit video ý,2
<NUM> lần chơi lớn xem thế_giới có trầm_trồ,6
phim này thấy trailer hấp_dẫn ghê_,2
ngồi nhìn nó ngủ cũng thấy dễ_thương vler đừng nói cười,2
cái này ghê vãi mày sẽ hiểu cảm_giác khi nó lún xuống,3
không thấy tên phim thì hỏi ở đấy mà hội người mụ cái đéo gì đã mất_công ghi tên phim thì ghi cho đàng_hoàng vào bất lịch_sự vậy,1
hèn dì mấy nay đi học thấy bạn của crush nhìn mình cười,2
wow vừa vẽ đẹp lại còn biết sáng_tạo,6
cái này đi móc cống thốn lắm nè,4
từ nay tôi quết định nuôi_dưỡng con chim tôi tới già và tôi mong được unesco công_nhận kỳ_quan thứ <NUM> của thế_giới,2
mình chỉ quan_tâm cái quần bạn chồng mặc màu hường hình cô gái,4
loại gái già mất_dạy chách sao không dạy được con_cháu,1
chộm chó đâu làm_ăn như céc lúc cần thì chả thấy đâu,1
thông_minh hơi muộn nhưng vẫn kịp thông_minh,2
cay_đắng và mặn,5
cóc nào tao không có thích thầm đứa nào để đứng lại ngắm cái chỗ ngồi nhể,2
nó sale còn 25k là được rồi lời quá còn gì mẹ mày bình_luận chi để nó nhận ra chi vậy,0
loại này nó vậy y con chó nhà mình hj,1
đỉnh vậy luôn hả,6
chẳng_những hư xe mà còn bị phạt nặng nữa,5
mẹ còn không trị được thì ai trị,4
tớ có thấy con ngáo đấy nhưng không dám lại sờ huhu tao,5
nhờ đó mà tôi cảm_thấy nhẹ_nhõm và trở_nên mạnh_mẽ,2
tao ấn_tượng anh đầm hường ghê_,2
đứa nào bắt_cóc nhỏ này thấy khổ vãi,4
đồng cảnh_ngộ,5
ngọt hơn cả người_yêu ha,2
thôi mấy bác bị dắt_mũi rồi nghe đến đoạn au mobile là biết nó quảng_cáo game trá_hình rồi như con cặc,1
đọc nhiều chuyện cổ_tích vầy thấy yêu cuộc_sống hẳn,2
bố mày lậy chúng_mày đấy,1
mấy cái video của bọn này đóng hay vãi,6
ở nói_chuyện ngoài hộ không khì thị về giới_tính họ cho được kết_hôn chứ họ không kì_thị như ở việt nam mình hai người kia họ thật dũng_cảm khi sống thật với giới_tính của mình,2
bà chủ_tịch giả mang thai và cái kết,4
phạt <NUM> triệu pháp_luật vn hay dữ,1
phải chi có người để giận mình nhỉ,5
cần thêm những trái dâu xinh_xắn để ngăn_chặn sự u_ám này huhu,5
lúc nhỏ bà hàng_xóm của tao bị dí chạy tới mức bã phải nhảy xuống sông bã lội trốn mà tụi nó cũng nhảy theo với bã,2
tao cũng có ghệ và tao cũng dị_ứng mấy trường_hợp mắc mệt giống_vậy,1
khổ_thân em ý,5
không_những hạnh_phúc tao còn cứng nữa,2
chỉ có bọn nông_dân mới nghĩ ra mấy trò này phải con_cháu nhà tao thì tao đến từng nhà <NUM> bắt từng thằng ăn cứt,0
kinh_dị vãi,1
phải là người_yêu tao thì sống_chết tao cũng vả hết,0
vậy nên phải lịch_sự và thổ con_mẹ nó lộ với cả đống người chúc_mừng mày thành trò_cười thiên_hạ,1
đkm lại diễn rồi pr cho game aumobile chứ gì tuổi lol qua mắt tao,2
cà_phê vần luôn cả với sa_tế thế_là đủ vị đắng_cay,4
chuẩn luôn <NUM> độc vô_tình bắt_gặp thôi cơ_mà giờ tao bị ăn bơ rồi,5
có ai luyện mới được như mình không dạ,2
còn thằng súc_sinh này,1
lớp <NUM> tao đã bị nằm sấp lên bàn bị đánh <NUM> <NUM> cây vì tội viết chữ không có tiến_bộ mà có dám hó_hé gì đâu còn học_sinh giờ sắp thành hiệu_trưởng hết rồi,1
hết_hồn chim én,3
thật ư,6
cô ấy không yêu tôi,5
ừ công_nhận không có tiền mua,5
xã_hội giờ nguy_hiểm quá có khi cái con_mẹ kia mới là người có ý_định bắt_cóc trẻ_con ấy chứ hoặc chỉ một câu trêu đùa quái_ác như thế cũng đủ mệt,1
nó ăn_chay mà,4
trò_cười vậy,2
đáng yêu_vậy,2
người_ta dùng con kiến bống loại có chất axit có vị chua chứ đéo ai dùng loại kiến_đen cứt_trâu này,1
gặp tao là đéo nói nhìu lùi xe ra rồ ga tông thẳng vào,0
phải chi quán đầu_tư cái máy hút_bụi thì đỡ cho anh ấy quá,4
cũng dể thương đấy chứ,2
thực_ra ngoài mày nó còn quan_tâm nhiều đứa nữa,4
anh quay_phim giọng hơi cute nhỉ,6
cảm_ơn bố,2
nhìn đã thật,2
niềm vui của cđv việt nam đây mà,2
tao thích vẽ nhưng vẽ xấu từ đó chuyển hẳn sang mê chụp ảnh,2
tạm_biệt ông,5
khoảnh_khắc nhận ra đồng_nghiệp mình is the best nguyễn ngọc thái hiền,2
tao cười tao ỉa hâhahahahahaha,2
nên là có sắp chết tao cũng đéo kể cho ai nghe,4
tiền nhiều để làm gì để rồi lại chia_ly,5
và nếu có <NUM> người_yêu mà chơi với nhiều thằng con_trai thì hãy cẩn_thận mày có_thể bị cắm_sừng khi nào không hay,4
thường thôi hồi nhỏ tao nấu kiểu này hoài nấu lun cái bếp nhà chú,2
xỉu lên xỉu xuống,5
để anh dẫn em đi ăn nha,2
tao đã khóc khi xem phim nay,5
cây như cổ_chân thì sao năng xuất cại đủ tiền công không mà chia,4
một thời của chậy em mình nè,4
thiệt là dễ_thương quá đi mất,2
nhảy không lo nhảy còn quay quay,1
giòi béo lắm,2
á đù ạ chị_em mềnh vừa làm thế,6
trung_thu đéo liên_quan đến việc có gấu cho lắm bạn nhể nhưng mà lễ gì cũng thế_thì đúng là bất_hạnh mà huhu,5
cản tao không tao chửi thề,0
quả drama khi nàng say giấc là minh chứng rõ_ràng nhất cho ví_dụ trên,4
tao hiểu rất rõ cảm_giác của em ấy,5
tình đến rồi tình cũng đi,5
gớm không_tưởng,1
phục nhất ông cưa móng tay mà không cần đeo bao_tay và đeo khẩu_trang gặp tao là tao ói ngay từ khi thấy bộ móng này rồi,1
cảnh này gặp cũng nhiều rồi dọn thấy mẹ luôn mà vẫn không sạch được tức ghê ức_chế lắm <NUM> lần thì không sao mà cả chục lần như_vậy,0
vô nhân_đạo thật,1
ngày em đến anh mất_ngủ suốt mấy đêm vì vui_sướng ngày em nói dừng lại nước_mắt anh rơi trên đường chạy về nhà,5
có gì đâu bé vậy mới col đó anh thích,2
tuổi_thơ không có gì đặc_biệt cho đến khi năm lớp <NUM> nhớ cả cuộc_đời cậu bạn ngồi cạnh,4
tính giải_trí cao vãi,2
cơm từ_thiện không tốn tiền nên không biết quí_trọng ý_thức còn thấp quá,1
cảm_ơn cha_mẹ đã cho mình hình_hài này xin được khôn_ngoan để đừng làm đau người khác,2
hóa ra là vậy à,6
tao cũng nghĩ là vậy chứ ở đó mà mừng rồi nuôi đẻ bố mày không thích ăn sừng phắng,0
có quá nhiều lựa_chọn trong một tháng,4
nguyễn thị hồng phấn cũng may tao không thấy cặp nao hêtd,5
nói_thẳng mẹ nó là con kia gato cho xem,4
đi qua hết rồi mới nhận ra cấp <NUM> là thời tươi đẹp nhất của mình ở đó có bố_mẹ luôn đồng_hành có tình_yêu học_trò có nghịch_ngợm trốn học là quãng thời_gian hồn_nhiên vui_vẻ nhất,2
bếp củi,2
tội bé,5
ăn cho mập thây để chết phải đặt hòm riêng chứ bắt trộm hay cướp thì làm được gì,1
đéo biết ong rừng thật không nhưng đổ mà bắt em dọn thế à xách mông xuống dọn đi,0
tuổi_trẻ tài cao mà,2
quay lip miệng chửi liên_tục còn đăng mạng cho mọi người biết hài,1
sg chưa mưa đâu,4
cho vợ đi_cầu này để giảm cân nhá,2
tôi đoán rằng ông này đã lấy vợ trước khi lên mặt_trăng,4
chả hiểu sao có phẫn_nộ,1
nhìn cảnh <NUM> bố con hôn từ_biệt em bé cũng rướn mặt theo hôn bố mà chảy nước_mắt em bé như thế chắc không biết diễn đúng là cảnh đẹp quá,5
học_hỏi nhé không,4
cái đoạn nướng cháy piza để phốt công_nhận là chuyên_nghiệp thật,2
mỗi lần chạy xe ngang kv bình_chánh là cảm_thấy sợ,3
ở trên mái sảnh nhà tao cũng có một con nhện mẹ tao bảo tao giết nó hờ hờ còn bố tao bảo ` mày cứ đi qua là nó rơi giữa đầu `,3
<NUM> năm xa nhà rồi tao đéo được đi năm sau nhất_định đi,4
có những ngày làm tới đâu là sai tới đó muốn tát vào mặt hết_sức,5
nhớ ngày_tháng cta bên nhau ghê giờ thì chả còn gì,5
thành_phần_nào cũng có ăn_hiếp con_gái thua cả súc_sinh,1
lò vi_sóng đó hjhj,2
đàn_bà ở nhà_thế kia không sợ ngoại_tình à tao đang lo vợ tao đây này,3
không nỡ bỏ đi mấy thứ linh_tinh thời đi học,4
chưa cho ba mẹ được gì vậy có quyền gì mà đòi phàn_nàn về những thứ ba mẹ đã rành rụng bao_nhiêu năm để lại cho mình,5
đợt này tao đi học ful nên để mấy hnua rảnh tao alo nha,4
từ nhỏ tới lớn đi học toàn ngồi chung bàn với nam toàn phải đương_đầu chiến_đấu với vạch phấn chia đôi bàn ghế,2
mày là con bé gái bố mày là con lợn nhé khi con nào còn mở mồm bảo chỉ theo bạn bỏ zai thì bị ăn vả thế đấy,1
cái thứ súc_vật,1
đúng rồi vàng là phải vàng mới có giá_trị vàng_trắng làm gì có giá_trị,5
thế mới làm_nên nghiệp lớn chứ,2
ảo_tưởng là đây,1
đúng bài của người việt thường dùng rồi,4
họ đã cho ta có_mặt ở trên cột đời này rồi còn gì bằng nữa chứ,2
cả tết được có 40k,5
bắt được rồi cho bọn này đi chết đi để chúng_nó sốn rồi làm hại người khác,0
rất tiếc cho <NUM> bài quyền,5
wao đáng yêuc vậy chời ơi,6
có đéo gì mà kì thích thì đi xin_lỗi hơi thô,1
đề_kháng của tao với mọi loại thính rồi cơ,2
ý anh là đụ em xong có con rồi ct á hả vậy,1
vậy là xử xong rồi đó hả nhanh dữ,6
tao cũng muốn học vẽ lắm cơ_mà không có điều_kiện để đi học,5
má nhay,1
hiền thì hiền thật đấy cơ_mà quá ngưỡng nhịn thì bùng_phát thôi,4
bất_hạnh qué gì trung_thu thì liên_quan mẹ gì đến việc có gấu tào_lao,1
sao lại ga_lăng vậy được ta,6
chịu_khó đọc trong này cũng được phết,4
đây là một câu_chuyện buồn,5
bọn tàu copy kịch_bản phương tây chắc bữa sau lại có mấy video make in việt_nam như_vậy và kịch_bản tàu haha,2
giờ nghĩ_lại mới thấy vui_thế đến nay bạn_bè lập gia_đình cả rồi,5
có_thể trường_học không trọng_dụng bác ý nên bác ý không muốn về ý_kiến riêng em,4
